ID,Title,Author,ISBN-10,ISBN-13,ASIN,Publisher,Year Published,Page Count,Category,Format,Ownership Status,Date Added,Is Favorite,Book Source,Reading Status,Start Date,End Date,Rating
112974860,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David  Brooks,059323006X,9780593230084,,,0,0,,Audiobook,Owned,"Jan 1, 2025",No,goodreads,Finished,,,0/5
J8DpEAAAQBAJ,How to Think Like Socrates,Donald J. Robertson,1250280516,9781250280510,,St. Martin's Publishing Group,2024,368,"Philosophy, Self-Help",Paperback,Not Owned,"Jan 20, 2025",No,googleBooks,Wishlist,,,0/5
NX3ZCwAAQBAJ,Rules for a Knight,Ethan Hawke,0307962334,9780307962331,,Knopf Doubleday Publishing Group,2015,192,"Visionary & Metaphysical, Literary, Fantasy",Paperback,Not Owned,"Jan 20, 2025",No,googleBooks,Wishlist,,,0/5
XfFvDwAAQBAJ,Atomic Habits,James Clear,0735211299,9780735211292,,Penguin,2018,320,"Business & Economics, Psychology, Self-Help",Paperback,Not Owned,"Jan 20, 2025",No,googleBooks,Finished,"Jan 20, 2025","May 1, 2025",0/5
eKcVd5XdZJwC,A Calendar of Wisdom,Leo Tolstoy,1439130957,9781439130957,,Simon and Schuster,2010,384,Religion,Paperback,Not Owned,"Jan 20, 2025",No,googleBooks,Wishlist,,,0/5
-9xxEAAAQBAJ,Of Boys and Men,Richard V. Reeves,0815739885,9780815739883,,Brookings Institution Press,2022,256,"Political Science, Social Science",Paperback,Not Owned,"Jan 20, 2025",No,googleBooks,Wishlist,,,0/5
fg_uEAAAQBAJ,Bright Shining,Julia Baird,006341273,9780063412736,,HarperCollins,2024,320,"Self-Help, Body, Mind & Spirit, Religion, Biography & Autobiography, Family & Relationships, Nature",Paperback,Not Owned,"Jan 20, 2025",No,googleBooks,Wishlist,,,0/5
7e-2EAAAQBAJ,Same as Ever,Morgan Housel,0593332717,9780593332719,,Penguin,2023,256,"Self-Help, Business & Economics",Paperback,Not Owned,"Jan 20, 2025",No,googleBooks,Wishlist,,,0/5
6rArzgEACAAJ,"Lead, Develop, Care",Terry W. Cook,1733131930,9781733131933,,LDN Group,2021,199,"Business & Economics, Psychology",Paperback,Not Owned,"Jan 26, 2025",No,googleBooks,Wishlist,,,0/5
AmkBDAAAQBAJ,Anything You Want,Derek Sivers,1591848261,9781591848264,,Penguin,2015,96,Business & Economics,Paperback,Owned,"Jan 29, 2025",No,googleBooks,Finished,,,0/5
V0PREAAAQBAJ,Poverty for Profit,Anne Kim,1620978652,9781620978658,,The New Press,2024,351,"Social Science, Political Science",Paperback,Not Owned,"Feb 4, 2025",No,googleBooks,Wishlist,,,0/5
OT-dEAAAQBAJ,Caste,Isabel Wilkerson,0593230272,9780593230275,,Random House Publishing Group,2023,544,"Social Science, History",Paperback,Not Owned,"Feb 9, 2025",No,googleBooks,Wishlist,,,0/5
DSwoDQAAQBAJ,Narrative of the Life of Frederick Douglass (Second Edition),Frederick Douglass,0393270378,9780393270372,,W. W. Norton & Company,2016,216,"Biography & Autobiography, Classics, History",Paperback,Not Owned,"Feb 9, 2025",No,googleBooks,Wishlist,,,0/5
J30JAAAACAAJ,The Supper of the Lamb,Robert Farrar Capon,0156868938,9780156868938,,Harcourt Brace Jovanovich,1979,288,"Biography & Autobiography, Cooking, History",Paperback,Not Owned,"Feb 14, 2025",No,googleBooks,Wishlist,,,0/5
7Q7-CDK0G24C,The Gulag Archipelago Volume 1,Aleksandr I. Solzhenitsyn,0061253715,9780061253713,,Harper Collins,2007,704,History,Audiobook,Owned,"Feb 24, 2025",No,googleBooks,Reading,,,0/5
jciXDwAAQBAJ,How to Be a Leader,Plutarch,0691192111,9780691192116,,Princeton University Press,2019,416,"History, Language Arts & Disciplines, Philosophy, Self-Help",Paperback,Not Owned,"Mar 9, 2025",No,googleBooks,Wishlist,,,0/5
jupUDwAAQBAJ,The Captain Class,Sam Walker,0812987071,9780812987072,,Random House Publishing Group,2018,368,"Business & Economics, Psychology, Sports & Recreation",Paperback,Not Owned,"Mar 9, 2025",No,googleBooks,Wishlist,,,0/5
z9CaDwAAQBAJ,Leadership in Turbulent Times,Doris Kearns Goodwin,0241987717,9780241987711,,Penguin Books Limited,2019,496,"Business & Economics, Self-Help, Political Science, History",Paperback,Not Owned,"Mar 9, 2025",No,googleBooks,Wishlist,,,0/5
w-WNO_TOgOQC,Xenophon's Cyrus the Great,Xenophon,142990531,9781429905312,,Macmillan + ORM,2007,324,"Business & Economics, History",Paperback,Not Owned,"Mar 9, 2025",No,googleBooks,Wishlist,,,0/5
Rst_EAAAQBAJ,The Wisdom of the Bullfrog,Admiral William H. McRaven,1538707950,9781538707951,,Grand Central Publishing,2023,192,"Self-Help, Biography & Autobiography, Business & Economics",Paperback,Not Owned,"Mar 9, 2025",No,googleBooks,Wishlist,,,0/5
uOMt_XCo81QC,The Idea Factory,Jon Gertner,1101561084,9781101561089,,Penguin,2012,432,"Business & Economics, Technology & Engineering, History",Paperback,Not Owned,"Apr 19, 2025",No,googleBooks,Wishlist,,,0/5
Pp-IDwAAQBAJ,What You Do Is Who You Are,Ben Horowitz,006287134,9780062871343,,HarperCollins,2019,288,"Business & Economics, Self-Help, Psychology, Philosophy, History",Paperback,Not Owned,"Apr 19, 2025",No,googleBooks,Wishlist,,,0/5
suNOrgEACAAJ,The Hard Thing About Hard Things,Ben Horowitz,0062273205,9780062273208,,HarperCollins,2014,304,Business & Economics,Paperback,Not Owned,"Apr 19, 2025",No,googleBooks,Wishlist,,,0/5
AxwZbWhvG0sC,How to Read Slowly,James W. Sire,0307768902,9780307768902,,PRH Christian Publishing,2010,192,"Religion, Self-Help",Paperback,Owned,"Apr 21, 2025",No,googleBooks,Finished,,,0/5
Q8z7zgEACAAJ,"Influence, New and Expanded",Robert B. Cialdini,0063138808,9780063138803,,HarperCollinsPublishers,2021,568,,Paperback,Not Owned,"Apr 29, 2025",No,googleBooks,Wishlist,,,0/5
TLRLoWGgWqYC,The Abolition of Man,C. S. Lewis,0060652942,9780060652944,,Zondervan,2001,128,Religion,Paperback,Owned,"Apr 29, 2025",No,googleBooks,Finished,,,0/5
A1cFDgAAQBAJ,Modern Physics and Ancient Faith,Stephen M. Barr,0268158053,9780268158057,,University of Notre Dame Pess,2003,328,"Religion, Science",Paperback,Not Owned,"May 5, 2025",No,googleBooks,Wishlist,,,0/5
pOzNcdmhjIYC,Mind and Cosmos,Thomas Nagel,0199919755,9780199919758,,OUP USA,2012,130,"Biography & Autobiography, Philosophy, Religion, Science",Paperback,Not Owned,"May 5, 2025",No,googleBooks,Wishlist,,,0/5
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,0805091742,9780805091748,,,0,208,,Paperback,Owned,"May 9, 2025",No,goodreads,Finished,"May 9, 2025","Jun 8, 2025",0/5
18858094,"How Can I Develop A Christian Conscience? (Crucial Questions, #15)",R.C. Sproul,1567696198,,B00FRF82F8,,0,0,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
53665398,Prosperity for All Nations: A Call to Action,Raza Hasan,173447193X,9781734471939,B088PYW5W2,,0,0,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
9724776,"Who Is Jesus? (Crucial Questions, #1)",R.C. Sproul,1567693865,9781567696646,B0038OMQEI,Reformation Trust Publishing,1983,109,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
61F2F94F-91B7-4F04-9509-3CB798FB5DCD,Longing to Know,"Meek, Esther LightcapMeek, Esther Lightcap",,,B006T46PMS,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
A96E47EA-B5D7-481E-871A-9277B44C641C,The Fellowship of the Ring: Being the First Part of The Lord of the Rings,"Tolkien, J.R.R.Tolkien, J.R.R.",,,B007978NPG,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
9535381,"What Does It Mean To Be Born Again? (Crucial Questions, #6)",R.C. Sproul,,,B0046EDK1W,Reformation Trust Publishing,2010,69,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
-BgJEAAAQBAJ,Harry and the Lady Next Door,Gene Zion,0062037145,9780062037145,B00635U9K2,HarperCollins,2020,64,Juvenile Fiction,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
2F317E5C-E7A1-42EF-B432-8C859DEC553D,How People Change,"Lane, Timothy S.Tripp, Paul David",,,B00F5KX9Y4,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
18046662,"What Is Baptism? (Crucial Questions, #11)",R.C. Sproul,1567696392,9781567696394,B007SYA3YE,Reformation Trust Publishing,2011,70,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
6whEDgAAQBAJ,Dick and Jane: Fun with Dick and Jane,Penguin Young Readers,0448434113,9780448434117,B00GMYIBL8,Penguin,2004,32,Juvenile Fiction,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
41F2D07B-605E-481F-9136-89E87257BF5F,Coming Back Stronger: Unleashing the Hidden Power of Adversity,"Brees, DrewBrees, Drew",,,B003UV9052,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
BFA331F8-F36B-443A-87E2-D9953B3B7AB2,Remote: Office Not Required,"Fried, JasonHeinemeier Hansson, David",,,B00C0ALZ0W,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
58915022,The Gospel Shaped Leader: Leaning on Jesus to Shepherd His People,Scott Thomas,1645071634,9781645071631,,,0,0,,Paperback,Not Owned,"May 6, 2025",No,goodreads,Wishlist,,,0/5
501E5EA7-2D30-4829-A1AD-B31C8B7402DC,The Aeneid,VergilVirgil,,,B084V95TJ4,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
SRQHcjljUtwC,What Is Node?,Brett McLaughlin,1449314481,9781449314484,B005ISQ7JC,"""O'Reilly Media, Inc.""",2011,10,Computers,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
lUp1AgAAQBAJ,The Obstacle Is the Way,Ryan Holiday,1101620595,9781101620595,B00G3L1B8K,Penguin,2014,224,"Business & Economics, Self-Help, Philosophy",Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
21463710,True Beauty,Carolyn Mahaney,,,B00IFG076S,,0,0,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
6429448A-3044-4896-B2C8-D8BA10F11647,Kanban,"Anderson, David J.Anderson, David J.",,,B0057H2M70,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
213368,Spiritual Disciplines for the Christian Life,Donald S. Whitney,1576830276,9781576830277,,,0,272,,Paperback,Not Owned,"May 6, 2025",No,goodreads,Wishlist,,,0/5
F60A6299-CB7A-4852-94F4-49D667AB2382,Devil at My Heels: A Heroic Olympian's Astonishing Story of Survival as a Japanese POW in World War II,"Rensin, DavidZamperini, Louis",,,B004GUT1JQ,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
HC94wgEACAAJ,Does God Control Everything?,R. C. Sproul,1642890499,9781642890495,B00AU0HVXO,Ligonier Ministries,2019,64,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
E820C3F0-A189-4327-B7B0-5667FF8C7C5B,Defeating Darwinism by Opening Minds,"Johnson, Phillip E.Johnson, Phillip E.",,,B00436EZV2,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
E1921FB4-EAD1-4C01-81DE-B05F34546298,"Psalms: Real Prayers for Real Life, Study Guide with Leader's Notes (The Gospel-Centered Life in the Bible)","Juliani, Barbara MillerKnaak, Patric",,,B098TMWZGP,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
98906859-0A75-483B-919F-5915ECE23B06,Bitty Baby Makes a Splash,"Larson, KirbyLarson, Kirby",,,B00HNEK8UI,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
9669839,"Can I Be Sure I'm Saved? (Crucial Questions, #7)",R.C. Sproul,156769649X,9781567696493,B00428MY0U,Reformation Trust Publishing,2010,73,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
Goa7swEACAAJ,7 Experiment,Jen Hatmaker,0692928081,9780692928080,B006O34NKK,Hatmaker Partners LLC.,2017,190,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
837C59BD-B00D-4A04-906D-615FF1D76DC5,Grace in Practice: A Theology of Everyday Life,"Zahl, Paul F. M.Zahl, Paul F. M.",,,B001DL6G62,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
TmumDwAAQBAJ,Accidental Saints,Bolz-Weber Nadia,1848258259,9781848258259,B00VOYP7TA,Canterbury Press,2015,224,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
75A7709A-14F9-41F2-A414-4A16E6DDC1B1,Teaching from Rest: A Homeschooler's Guide to Unshakable Peace,"Mackenzie, SarahMackenzie, Sarah",,,B00KD0IUTK,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
79218A72-AB80-4CE1-B787-7636CC7C98FE,"A Meal with Jesus: Discovering Grace, Community, and Mission around the Table","Chester, TimChester, Tim",,,B004V9IFP8,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
6F484E3B-6B60-490A-AB6C-537BE7081D3C,Software Estimation: Demystifying the Black Art (Developer Best Practices),McConnell Steve,,,B00JDMPOVQ,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
ED0F8CD2-042E-40EA-85ED-7E4485877557,Be Slightly Evil: A Playbook for Sociopaths (Ribbonfarm Roughs 1),"Rao, VenkateshRao, Venkatesh",,,B00F8JTYH8,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
54C0AAB7-DFB5-4140-B57E-296EF7770F2F,The Sign of the Beaver,"Speare, Elizabeth GeorgeSpeare, Elizabeth George",,,B003JTHWNW,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
8428685,"Does Prayer Change Things? (Crucial Questions, #3)",R.C. Sproul,156769652X,9781567696523,B0038OMARG,Reformation Trust Publishing,2009,88,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
8840411,"How Should I Live In This World? (Crucial Questions, #5)",R.C. Sproul,1567696465,9781567696462,B0038OMCJ2,Reformation Trust Publishing,1998,99,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
cX1JwgEACAAJ,What Is the Trinity?,R. C. Sproul,1642890456,9781642890457,B00AW02OZW,Ligonier Ministries,2019,63,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
919FC5BA-7A80-436E-9395-C2871EA7992D,On Guard: Defending Your Faith with Reason and Precision,"Craig, William LaneCraig, William Lane",,,B005SJ19VM,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
zMFKwgEACAAJ,Can I Trust the Bible?,R. C. Sproul,1642890375,9781642890372,B0038OML7A,Ligonier Ministries,2019,61,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
F16FD3AE-ED37-4109-85C7-03AD0A0FEA5F,Rick Is Sick,"McPhail, DavidMcPhail, David",,,B00E8OKFYU,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
72EBA281-C156-4B3D-836E-4CB8F466DB34,Peter Simple,"Marryat, FrederickMarryat, Frederick",,,B0082VPIBA,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
R3A1LgEACAAJ,Can I Have Joy in My Life?,R. C. Sproul,1567692958,9781567692952,B00AW02P06,Reformation Trust Pub.,2012,51,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
19098910,Marriage Matters: Extraordinary Change through Ordinary Moments,Winston T. Smith,1936768119,9781936768110,B00F5KX90S,,0,0,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
-nbItAEACAAJ,The Iliad (AmazonClassics Edition),Homer,1542047595,9781542047593,B071JBJTFY,Amazon Publishing,2017,666,"Classics, Fairy Tales, Folk Tales, Legends & Mythology, Poetry",Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
20563984,"Hurt 2.0 (): Inside the World of Today's Teenagers (Youth, Family, and Culture)",Chap Clark,1441235795,9781441235794,B004ZLB9WS,,0,0,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
6A87F05F-4759-4943-A223-207BA172E17F,"Big Shark, Little Shark (Step into Reading)","Membrino, AnnaMembrino, Anna",,,B01M7N740Q,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
AE8F1852-F959-4294-B2E2-0A440E8B0DDD,Developer Hegemony: The Future of Labor,"Dietrich, ErikDietrich, Erik",,,B0722H41SG,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
IkPEp_9UyYAC,Everyday Prayers,Scotty Smith,0801014042,9780801014048,B005GMYADU,Baker Books,2011,384,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
06675524-D1E2-4302-BA9E-EB1812D80931,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive","Horsley, KevinHorsley, Kevin",,,B00I3QS1XQ,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
18A0A6BF-88DB-46DC-BCE8-E840AACF4151,"Sarah, Plain and Tall (Sarah, Plain and Tall Saga Book 1)","MacLachlan, PatriciaMacLachlan, Patricia",,,B00BS8SO9M,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
66A862A3-79C6-4FEE-B9C5-A93A529C2913,Where the Red Fern Grows,"Rawls, WilsonRawls, Wilson",,,B004G606EO,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
04532927-E43F-4C6B-A72D-92903D4F3CCA,The Phantom Tollbooth,"Juster, NortonJuster, Norton",,,B004IK8Q90,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
DE5226DF-566C-4CE0-98A0-98181785C365,Extreme Ownership: How U.S. Navy SEALs Lead and Win,"Willink, JockoBabin, Leif",,,B0739PYQSS,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
Cj9s1QihGPIC,The Advantage,Patrick M. Lencioni,1118266102,9781118266106,B006ORWT3Y,John Wiley & Sons,2012,240,Business & Economics,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
g8q3BQAAQBAJ,Finding Truth,Nancy Pearcey,0781413281,9780781413282,B00QN345NG,David C Cook,2015,320,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
C3250253-3241-4E74-B213-54B8CB02F60E,The Moviegoer: A Novel,"Percy, WalkerPercy, Walker",,,B004TLVNH0,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
AB68698D-923E-4B02-9545-060380CBCDD6,Pastured Poultry Profit$,"Salatin, JoelSalatin, Joel",,,B07BB5TP3P,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
upUxaNWSaRIC,The 7 Habits of Highly Effective People,Stephen R. Covey,0743272455,9780743272452,B01069X4H0,Simon and Schuster,2004,372,,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
oBh3R5UWHWkC,Caps for Sale,Esphyr Slobodkina,0062009117,9780062009111,B00ADQIFD0,Harper Collins,2011,48,Juvenile Fiction,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
18046659,"What Can I Do With My Guilt? (Crucial Questions, #9)",R.C. Sproul,1567694322,9781567694321,B00AW02OYS,Reformation Trust Publishing,2011,74,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
F00D2CCA-ED12-4816-8681-806D670333DD,A Reformed Approach to Science and Scripture,Keith Mathison,,,B00H19A4FY,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
004A2E31-69A6-49F8-96AE-B86FE8466986,Grimm's Fairy Tales,"Grimm, JacobGrimm, Wilhelm",,,B004TS2B4W,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
236B023E-99B8-4580-869B-F918A549E06A,Dynamics of Spiritual Life: An Evangelical Theology of Renewal,"Lovelace, Richard F.Lovelace, Richard F.",,,B07V6ZW9C2,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
D6142BC9-9788-4D93-BF2D-47A45E53E0B1,The Two Towers: Being the Second Part of The Lord of the Rings,"Tolkien, J.R.R.Tolkien, J.R.R.",,,B007978PKY,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
38D36CD5-5DAC-4006-8D1F-F1898984BADD,Loving to Know: Covenant Epistemology,"Meek, Esther LightcapMeek, Esther Lightcap",,,B005KD790Q,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
395CB4AA-3FFA-4040-9C96-52B8E820F03B,Can I Know God's Will? (Crucial Questions Series Book 4),R. C. Sproul,,,B0038OMASA,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
4E70AEF3-C63F-484E-9B81-E8F4B475CCED,What Is Faith? (Crucial Questions Series Book 8),"Sproul, R.C.Bailey, GregSproul, R.C.Bailey, Greg",,,B0046H8VJA,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
68DC7D8D-87CF-47B8-A481-727209ECA027,What is The Lord's Supper?: 16 (Crucial Questions Series),SproulRC,,,B00FRF82FI,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
Q3KwZ2eEhAsC,The Mystery of the Holy Spirit,R. C. Sproul,0842343784,9780842343787,B00AW02OZ2,"Tyndale House Publishers, Inc.",1994,191,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
T85MwgEACAAJ,What Is the Relationship Between Church and State?,R. C. Sproul,1642890545,9781642890549,B00FRF82EO,Ligonier Ministries,2019,56,"Political Science, Religion",Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
20430329,"Running Scared: Fear, Worry, and the God of Rest",Edward T. Welch,,,B00F5KX746,,0,0,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
CE43B016-3253-41C0-86E1-0562B345ADF9,"The Phoenix Project: A Novel about IT, DevOps, and Helping Your Business Win","Kim, GeneBehr, KevinSpafford, GeorgeKim, GeneBehr, KevinSpafford, George",,,B078Y98RG8,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
18900689,The Official Guide to the GRE Revised General Test,Educational Testing Service,0071791213,,B008J58DF2,,0,0,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
A4FCB947-60DE-4A19-B639-1610AACBA307,What's So Great About the Doctrines of Grace?,"Phillips, Richard D.Phillips, Richard D.",,,B002EVPFBW,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
A49EC45C-5036-4BEE-A9E8-60A0161B80A7,Gulliver's Travels,"Swift, JonathanSwift, Jonathan",,,B000JQUZ3W,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
505543DE-AAC7-4B6A-873A-3E31C6A322DE,Redemption: Freed by Jesus from the Idols We Worship and the Wounds We Carry,"Wilkerson, MikeWilkerson, Mike",,,B004IEAJLY,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
B7F950C6-6551-4747-B24B-EC62030DE634,"The Hunger Games (Hunger Games Trilogy, Book 1)","Collins, SuzanneCollins, Suzanne",,,B002MQYOFW,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
F8FE544B-6A29-4AF4-982A-5C2679394BD0,"Doctrine of God, The (A Theology of Lordship)","Frame, John M.Frame, John M.",,,B004MDLJL0,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
9F6EAE88-6CC0-40E3-95E5-531AA2C25CDB,The Works of George MacDonald,"MacDonald, GeorgeMacDonald, George",,,B003RWS6JU,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
6AA08B7E-DC39-4939-AA54-39E5A46B52AF,The Adventures of Sherlock Holmes (Illustrated) (Top Five Classics Book 6),"Conan Doyle, Sir ArthurTop Five BooksConan Doyle, Sir ArthurTop Five Books",,,B007JMW46U,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
lzIY2uHpgngC,Fierce Women,Kimberly Wagner,080248316,9780802483164,B00887OTWC,Moody Publishers,2012,288,Religion,Paperback,Owned,"Feb 15, 2025",No,googleBooks,Wishlist,,,0/5
7F8236C5-6EA5-4967-BA49-B33FBB175C5C,Jesus Storybook Bible: Every Story Whispers His Name,"Lloyd-Jones, SallyLloyd-Jones, Sally",,,B007WRPUFE,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
6589083,In Christ Alone: Living the Gospel-Centered Life,Sinclair B. Ferguson,1567692419,9781567692419,B0022NGDVS,,0,256,,Paperback,Owned,"Feb 15, 2025",No,goodreads,Wishlist,,,0/5
33E92E61-1929-4BA8-83AD-E781A36DD699,Magic Tree House #45: A Crazy Day with Cobras,"Osborne, Mary PopeOsborne, Mary Pope",,,B004CYERNQ,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
0E1FFCA7-FF42-4B86-849F-A4D454939B40,"The Holy Bible, English Standard Version (with Cross-References): Old and New Testaments","Bibles, CrosswayBibles, Crossway",,,B001EOCFU4,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
BC090539-CA4A-401D-8891-019BE7876880,The Screwtape Letters,"Lewis, C. S.Lewis, C. S.",,,B002BD2V2Y,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,"Jan 4, 2026",0/5
9iv70AEACAAJ,The Unaccountability Machine,Dan Davies,0226843084,9780226843087,,University of Chicago Press,2025,304,"Business & Economics, Political Science, Technology & Engineering",Paperback,Not Owned,"May 9, 2025",No,googleBooks,Wishlist,,,0/5
AE5F4FD3-77A0-47A6-9932-258682876E31,German Men Sit Down To Pee And Other Insights Into German Culture,"Cave, JamesFrank, Niklas",,,B018JEOCL6,,0,0,,Paperback,Owned,"Feb 15, 2025",No,manual,Wishlist,,,0/5
U6asEAAAQBAJ,How to Know a Person,David Brooks,,9780593230084,,Random House Publishing Group,2023,320,"Social Science, Self-Help, Philosophy",Paperback,Not Owned,"Jun 23, 2024",No,googleBooks,Finished,,"Jan 4, 2026",0/5
A3_MBgAAQBAJ,Traction,Gabriel Weinberg,0698411870,9780698411876,,Penguin,2015,250,Business & Economics,Paperback,Not Owned,"May 15, 2025",No,googleBooks,Wishlist,,,0/5
